James	PERSON
A.	PERSON
Skinner	PERSON
,	O
Executive	O
Chairman	O
of	O
Walgreens	O
Boots	O
Alliance	O
,	O
Inc.	O
.	DEPARTMENT
Stefano	PERSON
Pessina	PERSON
,	O
Executive	O
Vice	O
Chairman	O
and	O
Chief	O
Executive	O
Officer	O
of	O
Walgreens	O
Boots	O
Alliance	O
,	O
Inc.	O
.	DEPARTMENT
Ornella	PERSON
Barra	PERSON
,	O
Co-Chief	O
Operating	O
Officer	O
for	O
Walgreens	O
Boots	O
Alliance	O
,	O
Inc.	O
.	DEPARTMENT
George	PERSON
Fairweather	PERSON
,	O
Executive	O
Vice	O
President	O
and	O
Global	O
Chief	O
Financial	O
Officer	O
of	O
Walgreens	O
Boots	O
Alliance	O
,	O
Inc.	O
.	DEPARTMENT
Alex	PERSON
Gourlay	PERSON
,	O
Co-Chief	O
Operating	O
Officer	O
for	O
Walgreens	O
Boots	O
Alliance	O
,	O
Inc.	O
.	DEPARTMENT
Ken	PERSON
Murphy	PERSON
,	O
Executive	O
Vice	O
President	O
of	O
Walgreens	O
Boots	O
Alliance	O
and	O
Chief	O
Commercial	O
Officer	O
and	O
President	O
of	O
Global	O
Brands	O
Marco	PERSON
Pagni	PERSON
,	O
Executive	O
Vice	O
President	O
,	O
Global	O
Chief	O
Administrative	O
Officer	O
and	O
General	O
Counsel	O
of	O
Walgreens	O
Boots	O
Alliance	O
,	O
Inc.	O
.	DEPARTMENT
Kimberly	PERSON
R.	PERSON
Scardino	PERSON
,	O
Senior	O
Vice	O
President	O
,	O
Global	O
Controller	O
and	O
Chief	O
Accounting	O
Officer	O
of	O
Walgreens	O
Boots	O
Alliance	O
,	O
Inc.	O
.	DEPARTMENT
Kathleen	PERSON
Wilson-Thompson	PERSON
,	O
Executive	O
Vice	O
President	O
and	O
Global	O
Chief	O
Human	O
Resources	O
Officer	O
of	O
Walgreens	O
Boots	O
Alliance	O
,	O
Inc.	O
.	DEPARTMENT
Terms	O
of	O
use	O
,	O
Online	O
privacy	O
and	O
security	O
,	O
Sitemap	O
,	O
http://www.walgreensbootsalliance.com/about/senior-management/	O
