READ	O
BIO	O
Chris	PERSON
Policinski	PERSON
President	O
and	O
CEO	O
,	O
READ	O
BIO	O
Loren	PERSON
Heeringa	PERSON
SVP	O
and	O
CHRO	O
,	O
READ	O
BIO	O
Peter	PERSON
Janzen	PERSON
SVP	O
,	O
General	O
Counsel	O
and	O
CAO	O
,	O
READ	O
BIO	O
Jerry	PERSON
Kaminski	PERSON
EVP	O
and	O
COO	O
,	O
International	DEPARTMENT
,	O
READ	O
BIO	O
Dan	PERSON
Knutson	PERSON
EVP	O
and	O
CFO	O
,	O
READ	O
BIO	O
Tim	PERSON
Scott	PERSON
SVP	O
and	O
CMO	O
,	O
READ	O
BIO	O
Mike	PERSON
Vande	PERSON
Logt	PERSON
EVP	O
and	O
COO	O
,	O
Winfield	DEPARTMENT
US	DEPARTMENT
,	O
READ	O
BIO	O
Brett	PERSON
Bruggeman	PERSON
SVP	O
,	O
Strategic	O
Development	O
,	O
Winfield	DEPARTMENT
US	DEPARTMENT
,	O
READ	O
BIO	O
Doug	PERSON
Brunt	PERSON
SVP	O
,	O
Ag	DEPARTMENT
Customer	DEPARTMENT
Accounts	DEPARTMENT
,	O
READ	O
BIO	O
John	PERSON
Ellenberger	PERSON
SVP	O
,	O
U.S.	DEPARTMENT
Dairy	DEPARTMENT
Foods	DEPARTMENT
,	O
READ	O
BIO	O
Mitch	PERSON
Eviston	PERSON
SVP	O
,	O
Marketing	O
,	O
WinField	O
,	O
READ	O
BIO	O
Dave	PERSON
Hoogmoed	PERSON
EVP	O
and	O
COO	O
,	O
Purina	DEPARTMENT
Animal	DEPARTMENT
Nutrition	DEPARTMENT
,	O
READ	O
BIO	O
Rob	PERSON
McClelland	PERSON
President	O
and	O
CEO	O
,	O
FLM	O
+	O
,	O
READ	O
BIO	O
Mike	PERSON
Macrie	PERSON
SVP	O
and	O
CIO	O
,	O
https://www.landolakesinc.com/company/managementteam/default.aspx	O
