Skip	O
to	O
Navigation	O
,	O
delek	O
,	O
Home	O
'	O
Ezra	O
Uzi	O
Yemin	O
-LRB-	O
Chairman	O
,	O
President	O
and	O
Chief	O
Executive	O
Officer	O
-RRB-	O
Ezra	O
Uzi	O
Yemin	O
has	O
served	O
as	O
the	O
Chairman	O
of	O
our	O
Board	O
since	O
December	O
2012	O
,	O
as	O
our	O
Chief	O
Executive	O
Officer	O
since	O
June	O
2004	O
and	O
as	O
our	O
president	O
and	O
a	O
director	O
since	O
April	O
2001	O
.	O
Mr.	O
Yemin	O
also	O
served	O
as	O
our	O
treasurer	O
from	O
April	O
2001	O
to	O
November	O
2003	O
and	O
as	O
our	O
secretary	O
from	O
May	O
2001	O
to	O
August	O
2005	O
.	O
Mr.	O
Yemin	O
's	O
duties	O
include	O
the	O
formulation	O
of	O
our	O
policies	O
and	O
direction	O
,	O
oversight	O
of	O
executive	O
officers	O
,	O
and	O
overall	O
responsibility	O
for	O
our	O
operation	O
and	O
performance	O
.	O
Mr.	O
Yemin	O
has	O
also	O
served	O
as	O
the	O
chairman	O
of	O
the	O
board	O
of	O
directors	O
and	O
chief	O
executive	O
officer	O
of	O
Delek	O
Logistics	O
GP	O
,	O
LLC	O
since	O
April	O
2012	O
.	O
Assi	O
Ginzburg	O
-LRB-	O
Executive	O
Vice	O
President	O
and	O
Chief	O
Financial	O
Officer	O
-RRB-	O
Assaf	O
Ginzburg	O
has	O
served	O
as	O
our	O
Chief	O
Financial	O
Officer	O
since	O
January	O
2013	O
,	O
an	O
Executive	O
Vice	O
President	O
since	O
May	O
2009	O
and	O
as	O
a	O
vice	O
president	O
since	O
February	O
2005	O
.	O
Mr.	O
Ginzburg	O
has	O
also	O
served	O
as	O
a	O
member	O
of	O
the	O
board	O
of	O
directors	O
and	O
an	O
executive	O
vice	O
president	O
of	O
Delek	O
Logistics	O
GP	O
,	O
LLC	O
since	O
April	O
2012	O
,	O
and	O
as	O
its	O
chief	O
financial	O
officer	O
since	O
January	O
2013	O
.	O
Mr.	O
Ginzburg	O
has	O
been	O
a	O
member	O
of	O
the	O
Israel	O
Institute	O
of	O
Certified	O
Public	O
Accountants	O
since	O
2001	O
.	O
Frederec	O
Green	O
-LRB-	O
Executive	O
Vice	O
President	O
-RRB-	O
Frederec	O
Green	O
has	O
served	O
as	O
our	O
Executive	O
Vice	O
President	O
since	O
May	O
2009	O
and	O
as	O
the	O
primary	O
operational	O
officer	O
for	O
our	O
refining	O
operations	O
since	O
joining	O
us	O
in	O
January	O
2005	O
.	O
Mr.	O
Green	O
has	O
also	O
served	O
as	O
a	O
member	O
of	O
the	O
board	O
of	O
directors	O
and	O
an	O
executive	O
vice	O
president	O
of	O
Delek	O
Logistics	O
GP	O
,	O
LLC	O
since	O
April	O
2012	O
.	O
Mr.	O
Green	O
has	O
more	O
than	O
25	O
years	O
of	O
experience	O
in	O
the	O
refining	O
industry	O
including	O
fourteen	O
years	O
at	O
Murphy	O
Oil	O
USA	O
,	O
Inc.	O
where	O
he	O
served	O
as	O
a	O
senior	O
vice	O
president	O
during	O
his	O
last	O
six	O
years	O
.	O
Mr.	O
Green	O
has	O
experience	O
ranging	O
from	O
crude	O
oil	O
and	O
feedstock	O
supply	O
,	O
through	O
all	O
aspects	O
of	O
managing	O
a	O
refining	O
business	O
to	O
product	O
trading	O
,	O
transportation	O
and	O
sales	O
.	O
Pete	O
Daily	O
-LRB-	O
Executive	O
Vice	O
President	O
-RRB-	O
Pete	O
Daily	O
has	O
served	O
as	O
our	O
Executive	O
Vice	O
President	O
since	O
November	O
2011	O
and	O
as	O
the	O
primary	O
operational	O
officer	O
for	O
our	O
marketing	O
and	O
supply	O
operations	O
since	O
joining	O
us	O
in	O
September	O
2006	O
.	O
Mr.	O
Daily	O
's	O
duties	O
include	O
supervising	O
the	O
purchase	O
and	O
supply	O
of	O
crude	O
oil	O
for	O
our	O
refineries	O
and	O
refined	O
products	O
for	O
our	O
convenience	O
stores	O
,	O
marketing	O
the	O
refined	O
products	O
produced	O
by	O
our	O
refineries	O
and	O
marketing	O
our	O
supply	O
of	O
refined	O
products	O
in	O
west	O
Texas	O
.	O
Mr.	O
Daily	O
has	O
also	O
served	O
as	O
an	O
executive	O
vice	O
president	O
of	O
Delek	O
Logistics	O
GP	O
,	O
LLC	O
since	O
April	O
2012	O
.	O
Mr.	O
Daily	O
has	O
over	O
30	O
years	O
of	O
experience	O
in	O
marketing	O
and	O
supply	O
of	O
refined	O
products	O
.	O
Mark	O
D.	O
Smith	O
-LRB-	O
Executive	O
Vice	O
President	O
-RRB-	O
Mark	O
D.	O
Smith	O
has	O
served	O
as	O
our	O
executive	O
vice	O
president	O
since	O
May	O
2014	O
.	O
Prior	O
to	O
joining	O
us	O
,	O
Mr.	O
Smith	O
spent	O
